"","ID","Type","Date","Season","Latitude","Longitude","Half","Two","TwoVeg","DeadVegManual","SR","IP","BS","WO","SL","Viewshed","Pioneer_Builders","Secondary_Stabilizers","Pioneer_Stabilizers","NonVeg","PairID","Object","Object_Type","Viewshed_sc","SeasonN","Outcome","PointID"
"133",201,"Random Point",2024-10-10,"Fall",36.73983,-121.80367,5,15,15,4.5,5.25,0,0,0,0,285,7.5,7.5,0,0,"sx 20","Present","Vegetation",0.791666666666667,2,0,"sx 20Random Point"
"134",144,"Random Point",2024-10-09,"Fall",36.73951,-121.80356,5,15,13.5,1.35,9,0,3,1.5,0,345,9,0,3,1.5,"sx 9","Absent","None",0.958333333333333,2,0,"sx 9Random Point"
"135",109,"Random Point",2024-10-09,"Fall",36.7391,-121.80356,1,1,0.5,0.5,0,0.5,0,0.5,0,330,0,0.5,0,0.5,"sx 8","Absent","None",0.916666666666667,2,0,"sx 8Random Point"
"136",21,"Random Point",2024-10-10,"Fall",36.743,-121.80363,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 1","Absent","None",1,2,0,"sx 1Random Point"
"137",159,"Random Point",2024-10-10,"Fall",36.74402,-121.8043,10,20,18,4.5,10,2,6,2,0,360,10,2,6,2,"sx 19","Absent","None",1,2,0,"sx 19Random Point"
"138",86,"Random Point",2024-10-10,"Fall",36.74763,-121.80352,20,30,25,7.5,0,0,0,3,0,300,9,19.5,0,6,"sx 40","Present","Vegetation",0.833333333333333,2,0,"sx 40Random Point"
"139",178,"Random Point",2024-10-10,"Fall",36.74434,-121.80405,1,1,0,0,0,0,0,0.6,0.4,315,0,0,0,1,"sx 36","Absent","None",0.875,2,0,"sx 36Random Point"
"140",20,"Random Point",2024-10-10,"Fall",36.74408,-121.80372,0,5,5,2.5,5,0,0,0,0,270,5,0,0,0,"sx 25","Absent","None",0.75,2,0,"sx 25Random Point"
"141",153,"Random Point",2024-10-10,"Fall",36.74281,-121.80358,1,5,4.5,0,4.5,0,0,0,0,360,4.5,0,0,0.5,"sx 31","Absent","None",1,2,0,"sx 31Random Point"
"142",177,"Random Point",2024-10-10,"Fall",36.74223,-121.80355,15,5,3,0,3,0,0,0,2,360,3,0,0,2,"sx 37","Present","Vegetation",1,2,0,"sx 37Random Point"
"143",215,"Random Point",2024-10-10,"Fall",36.74079,-121.80311,0,40,40,12,24,0,0,0,0,315,24,16,0,0,"sx 27","Absent","None",0.875,2,0,"sx 27Random Point"
"144",78,"Random Point",2024-10-09,"Fall",36.73845,-121.80414,1,1,0.5,0.15,0,0.5,0,0.5,0,315,0,0.5,0,0.5,"sx 29","Absent","None",0.875,2,0,"sx 29Random Point"
"145",125,"Random Point",2024-10-07,"Fall",36.73595,-121.80435,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 41","Absent","None",1,2,0,"sx 41Random Point"
"146",222,"Random Point",2024-10-07,"Fall",36.73581,-121.80394,1,1,0.45,0.225,0.4,0.05,0,0.55,0,345,0.4,0.05,0,0.55,"sx 51","Absent","None",0.958333333333333,2,0,"sx 51Random Point"
"147",84,"Random Point",2024-10-07,"Fall",36.73666,-121.80371,50,55,55,33,0,0,44,0,0,320,0,16.5,44,0,"sx 43","Present","Vegetation",0.888888888888889,2,0,"sx 43Random Point"
"148",254,"Random Point",2024-10-07,"Fall",36.73628,-121.80379,0,1,0.5,0,0.5,0,0,0.5,0,330,0.5,0,0,0.5,"sx 53","Absent","None",0.916666666666667,2,0,"sx 53Random Point"
"149",226,"Random Point",2024-10-07,"Fall",36.73718,-121.80328,1,1,0.35,0.35,0,0.35,0,0.35,0.3,360,0,0.35,0,0.65,"sx 44","Absent","None",1,2,0,"sx 44Random Point"
"150",183,"Random Point",2024-10-09,"Fall",36.73755,-121.80453,5,1,1,0.2,1,0,0,0,0,240,1,0,0,0,"sx 34","Present","Vegetation",0.666666666666667,2,0,"sx 34Random Point"
"151",95,"Random Point",2024-10-09,"Fall",36.73891,-121.80292,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 30","Absent","None",1,2,0,"sx 30Random Point"
"152",69,"Random Point",2024-10-09,"Fall",36.73918,-121.80337,40,10,10,5,10,0,0,0,0,330,10,0,0,0,"sx 46","Present","Vegetation",0.916666666666667,2,0,"sx 46Random Point"
"153",237,"Random Point",2024-10-09,"Fall",36.73937,-121.80405,25,20,10,6,10,0,0,4,0,300,10,0,0,10,"sx 48","Present","Vegetation",0.833333333333333,2,0,"sx 48Random Point"
"154",175,"Random Point",2024-10-09,"Fall",36.73983,-121.80367,1,5,5,0,5,0,0,0,0,345,5,0,0,0,"sx 28","Absent","None",0.958333333333333,2,0,"sx 28Random Point"
"155",283,"Random Point",2024-10-10,"Fall",36.74054,-121.80325,15,50,50,15,2.5,0,32.5,0,0,360,2.5,5,32.5,0,"sx 49","Present","Vegetation",1,2,0,"sx 49Random Point"
"156",258,"Random Point",2024-10-10,"Fall",36.74191,-121.80424,0,10,9.5,2.85,7,2.5,0,0,0.5,315,7,2.5,0,0.5,"sx 50","Absent","None",0.875,2,0,"sx 50Random Point"
"157",246,"Random Point",2024-10-09,"Fall",36.73856,-121.80379,1,35,35,14,10.5,0,21,0,0,285,10.5,3.5,21,0,"sx 52","Present","Vegetation",0.791666666666667,2,0,"sx 52Random Point"
"158",199,"Random Point",2024-10-09,"Fall",36.73801,-121.80457,0,5,5,2,0,0,5,0,0,330,0,0,5,0,"sx 45","Absent","None",0.916666666666667,2,0,"sx 45Random Point"
"159",32,"Random Point",2024-10-09,"Fall",36.73778,-121.80412,0,1,0.5,0.25,0.5,0,0,0.5,0,330,0.5,0,0,0.5,"sx 62","Present","Vegetation",0.916666666666667,2,0,"sx 62Random Point"
"160",3,"Random Point",2024-10-09,"Fall",36.7401,-121.80415,5,10,10,2,2,0,5,0,0,180,3.5,2.5,5,0,"sx 64","Absent","None",0.5,2,0,"sx 64Random Point"
"161",58,"Random Point",2024-10-10,"Fall",36.74044,-121.80415,50,50,50,25,0,0,40,0,0,300,0,15,40,0,"sx 58","Present","Vegetation",0.833333333333333,2,0,"sx 58Random Point"
"162",218,"Random Point",2024-10-10,"Fall",36.74207,-121.80381,0,10,10,1.5,7,1.5,0,0,0,350,7,3,0,0,"sx 59","Absent","None",0.972222222222222,2,0,"sx 59Random Point"
"163",156,"Random Point",2024-10-10,"Fall",36.74235,-121.80387,5,10,7.5,1.875,2.5,0,0,2.5,0,300,6.5,1,0,2.5,"sx 57","Present","Non-veg Wood or Shell",0.833333333333333,2,0,"sx 57Random Point"
"164",253,"Random Point",2024-10-10,"Fall",36.74517,-121.80431,0,30,30,10.5,12,0,21,0,0,260,15,0,21,0,"sx 65","Absent","None",0.722222222222222,2,0,"sx 65Random Point"
"165",219,"Random Point",2024-10-10,"Fall",36.74471,-121.80443,0,5,5,0,5,0,0,0,0,290,5,0,0,0,"sx 63","Absent","None",0.805555555555556,2,0,"sx 63Random Point"
"166",267,"Random Point",2024-10-10,"Fall",36.7448,-121.80308,10,40,40,14,20,0,0,0,0,360,20,28,0,0,"sx 56","Absent","None",1,2,0,"sx 56Random Point"
"167",142,"Random Point",2024-10-07,"Fall",36.73622,-121.80516,1,5,3,1.5,0,0,0,2,0,210,0,3,0,2,"sx 61","Absent","None",0.583333333333333,2,0,"sx 61Random Point"
"168",244,"Random Point",2024-10-07,"Fall",36.7365,-121.80449,10,15,13.5,1.35,3,0,0,1.5,0,270,7.5,6,0,1.5,"sx 54","Present","Vegetation",0.75,2,0,"sx 54Random Point"
"169",149,"Random Point",2024-10-07,"Fall",36.7355,-121.80488,5,5,2,1.3,2,0,0,3,0,360,2,0,0,3,"sx 60","Absent","None",1,2,0,"sx 60Random Point"
